,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_renovated,sqft_living15,sqft_lot15,price,sale_year,zipcode_1,zipcode_2,zipcode_3,zipcode_4,sale_month_01,sale_month_02,sale_month_03,sale_month_04,sale_month_05,sale_month_06,sale_month_07,sale_month_08,sale_month_09,sale_month_10,sale_month_11,sale_month_12
163,3,2.75,1910.0,7280.0,1.0,0,0,3,2.0,1160.0,750.0,0,1710.0,8152.0,441000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
165,3,1.75,1580.0,7000.0,1.0,0,0,3,2.0,1180.0,400.0,0,1640.0,7500.0,370000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,2,1.75,1340.0,7250.0,1.0,0,0,5,1.0,700.0,640.0,0,1830.0,9750.0,269950,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,4,2.5,2680.0,4499.0,2.0,0,0,3,3.0,2680.0,0.0,0,2920.0,4500.0,807100,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
168,3,2.5,2680.0,9750.0,1.0,0,0,4,3.0,1610.0,1070.0,0,2480.0,8750.0,653000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,3,2.0,1370.0,8336.0,1.0,0,0,5,2.5,1370.0,0.0,0,1770.0,7288.0,371500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
170,3,1.75,1560.0,7620.0,1.0,0,0,3,2.0,1788.3689340415656,0.0,0,1070.0,7920.0,284000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,3,1.5,1340.0,7912.0,1.5,0,0,3,2.0,1340.0,0.0,0,1480.0,7940.0,313000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
173,4,2.5,3880.0,7620.0,2.0,0,0,3,3.0,2570.0,1310.0,0,3740.0,35230.0,917500,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
174,4,2.25,2590.0,8190.0,2.0,0,0,4,3.0,2590.0,0.0,0,2260.0,8335.0,673000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
175,3,2.5,1120.0,1100.0,2.0,0,0,3,3.0,820.0,300.0,0,1590.0,1795.0,425000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
176,5,2.75,1970.0,5400.0,1.0,0,0,3,2.5,1320.0,650.0,0,1280.0,2150.0,399950,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
177,3,1.0,1220.0,4800.0,1.0,0,0,3,1.0,1220.0,0.0,0,1200.0,4800.0,385000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
178,3,1.5,1950.0,7560.0,1.0,0,2,4,2.0,1320.0,630.0,0,1950.0,8941.0,269950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179,2,1.0,1350.0,8220.0,1.0,0,0,3,2.0,1060.0,290.0,0,1540.0,8280.0,330000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
180,3,2.5,1670.0,5797.0,2.0,0,0,3,2.0,1670.0,0.0,0,1670.0,6183.0,260000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,4,3.0,2440.0,9600.0,2.0,0,0,5,2.0,2440.0,0.0,0,2290.0,9600.0,589000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
183,2,2.25,1050.0,3419.0,2.0,0,0,3,2.0,1050.0,0.0,0,1985.9880060783676,3417.0,163500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
184,4,2.75,3130.0,13412.0,2.0,0,0,3,3.0,2140.0,990.0,0,1985.9880060783676,9984.0,835000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
185,5,3.0,4090.0,12850.0,1.0,0,2,4,3.0,2090.0,2000.0,0,2540.0,10270.0,1095000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
187,3,2.5,1900.0,8744.0,2.0,0,0,3,3.0,1900.0,0.0,0,2030.0,8744.0,560000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
188,4,1.0,1330.0,2400.0,1.5,0,0,4,1.0,1788.3689340415656,0.0,0,1330.0,4400.0,615000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189,3,2.25,2230.0,10026.0,1.0,0,0,3,3.0,1430.0,800.0,0,2230.0,9340.0,585188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
190,3,1.75,1650.0,9480.0,1.0,0,0,3,2.0,1220.0,430.0,0,1540.0,8400.0,305000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
191,3,1.0,1190.0,8820.0,1.0,0,0,3,1.0,1190.0,0.0,0,1230.0,7980.0,166950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192,3,2.5,2140.0,9897.0,1.0,0,0,4,3.0,2140.0,0.0,0,2680.0,10083.0,799000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
193,3,2.5,2180.0,7508.0,1.0,0,0,4,2.0,1420.0,760.0,0,1900.0,7818.0,400000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194,3,1.0,1060.0,10228.0,1.0,0,0,3,2.0,1060.0,0.0,0,1570.0,10228.0,230000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,3,2.5,1690.0,5025.0,2.0,0,0,3,3.0,1690.0,0.0,0,2550.0,5001.0,256883,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
196,4,2.0,1970.0,6480.0,1.5,0,0,5,2.0,1130.0,840.0,0,1500.0,12729.291474216161,423000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
197,3,2.5,2150.0,4084.0,2.0,0,0,3,3.0,2150.0,0.0,0,1750.0,2385.0,465000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
198,3,2.5,1910.0,66211.0,2.0,0,0,3,2.0,1910.0,0.0,0,2330.0,67268.0,440000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,3,1.75,1350.0,155073.0,1.0,0,0,4,2.0,1350.0,0.0,0,1560.0,50965.0,385000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,3,1.0,860.0,11725.0,1.5,0,0,3,1.0,860.0,0.0,0,1300.0,9514.0,210000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201,3,2.5,1940.0,14952.0,2.0,0,0,3,3.0,1940.0,0.0,0,2030.0,10450.0,297000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202,3,1.0,1010.0,5000.0,1.0,0,0,3,2.0,1010.0,0.0,0,1680.0,12729.291474216161,470000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
203,3,1.5,1300.0,7370.0,1.0,0,0,4,2.0,900.0,400.0,0,1430.0,7500.0,226500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
204,3,1.0,910.0,8450.0,1.0,0,0,4,1.0,910.0,0.0,0,1400.0,8040.0,274250,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
205,4,1.75,2480.0,11010.0,1.0,0,0,4,3.0,1630.0,850.0,0,2770.0,10744.0,840000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
206,3,2.5,2440.0,4587.0,2.0,0,0,3,3.0,1788.3689340415656,0.0,0,2750.0,4587.0,677900,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
208,2,0.75,900.0,9600.0,1.0,0,0,3,1.0,900.0,0.0,0,1250.0,14280.0,180250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
209,6,3.0,2300.0,3404.0,2.0,0,0,3,2.0,1600.0,700.0,0,1560.0,1312.0,464000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
210,4,2.25,1550.0,7579.0,2.0,0,0,3,3.0,1550.0,0.0,0,1630.0,6397.0,320000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
211,3,2.25,1270.0,1566.0,2.0,0,0,3,3.0,1060.0,210.0,0,1160.0,1327.0,625504,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
212,4,2.5,2240.0,12032.0,1.0,0,0,3,3.0,2240.0,0.0,0,2520.0,12368.0,592500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
213,3,2.5,2714.0,17936.0,2.0,0,0,3,3.0,2714.0,0.0,0,2590.0,18386.0,465000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,4,2.75,1720.0,6270.0,1.5,0,0,3,3.0,1720.0,0.0,0,2130.0,12729.291474216161,477000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
215,2,1.0,850.0,16400.0,1.0,0,0,3,1.0,850.0,0.0,0,1100.0,12729.291474216161,280000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
216,5,3.0,3300.0,33474.0,1.0,0,3,3,3.0,1870.0,1430.0,1,3836.0,20953.0,1505000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
217,3,2.5,2250.0,5692.0,2.0,0,0,3,3.0,2250.0,0.0,0,1320.0,5390.0,445838,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,2,1.5,1320.0,10800.0,1.0,0,0,4,3.0,1320.0,0.0,0,2120.0,12040.0,467000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
220,4,2.5,2760.0,6440.0,2.0,0,0,3,3.0,2760.0,0.0,0,3070.0,8127.0,686000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
221,3,2.0,1750.0,9750.0,1.0,0,0,3,2.0,1350.0,400.0,0,1900.0,10125.0,279950,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222,4,2.25,2330.0,19436.0,2.0,0,0,3,3.0,2330.0,0.0,0,1910.0,10055.0,527000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,3,2.25,2220.0,16020.0,1.0,0,0,4,3.0,1780.0,0.0,0,2080.0,9583.0,325000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
224,3,2.25,2020.0,8379.0,2.0,0,0,3,2.0,2020.0,0.0,0,2020.0,8031.0,328000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225,3,2.25,1250.0,7500.0,1.0,0,0,5,2.0,1250.0,0.0,0,1280.0,7392.0,390000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226,2,2.0,1510.0,6516.0,1.0,0,0,3,3.0,1510.0,0.0,0,1640.0,6009.0,479950,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
227,4,2.25,1720.0,9753.0,1.0,0,0,4,2.0,1120.0,600.0,0,1510.0,9753.0,264950,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
228,3,1.0,1430.0,15246.0,1.0,0,0,4,2.0,980.0,450.0,0,1960.0,12729.291474216161,235000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229,3,2.5,1480.0,4729.0,1.5,0,0,3,2.0,1480.0,0.0,0,2250.0,12729.291474216161,516500,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
230,2,2.25,1450.0,15798.0,2.0,1,4,3,2.0,1230.0,220.0,0,2030.0,13193.0,655000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
231,4,2.75,2280.0,15347.0,1.5,0,0,5,2.5,2280.0,0.0,0,2280.0,15347.0,500000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
233,2,1.0,1920.0,10200.0,1.0,0,0,3,2.5,1000.0,0.0,0,1150.0,13702.0,213000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,3,1.5,2480.0,5280.0,1.5,0,0,5,2.0,1620.0,860.0,0,2090.0,4800.0,475000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
235,5,4.0,3760.0,28040.0,2.0,0,0,3,3.0,3760.0,0.0,0,3430.0,35096.0,1025000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
236,3,2.0,2220.0,94300.0,1.0,0,0,5,2.0,1640.0,580.0,0,2070.0,80100.0,416000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237,4,1.0,1970.0,4740.0,1.5,0,0,3,2.0,1670.0,0.0,1,1510.0,4740.0,410000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
238,3,3.5,3830.0,221284.0,2.0,0,0,3,3.0,3530.0,300.0,0,2920.0,148539.0,800000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
239,6,2.5,4410.0,14034.0,1.0,0,2,4,3.0,2350.0,2060.0,0,2600.0,13988.0,472000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241,2,1.0,830.0,6000.0,1.0,0,0,3,1.0,830.0,0.0,0,1985.9880060783676,4960.0,210000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
243,3,1.0,1300.0,8316.0,1.0,0,0,4,1.0,1300.0,0.0,0,1260.0,8316.0,225000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
244,2,1.0,1030.0,3060.0,1.0,0,2,4,2.0,790.0,240.0,0,1390.0,12729.291474216161,480000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
245,3,2.5,2740.0,11872.0,2.0,0,0,3,3.0,2740.0,0.0,0,2570.0,10377.0,363000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
246,4,2.25,3650.0,8354.0,1.0,1,4,3,3.0,1830.0,1820.0,0,3120.0,18841.0,2400000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
247,2,1.5,720.0,5120.0,1.0,0,0,3,1.0,720.0,0.0,0,1150.0,2566.0,181000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
248,4,2.0,2010.0,7312.0,1.0,0,0,4,2.0,2010.0,0.0,0,1985.9880060783676,7650.0,250000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
249,3,1.75,1560.0,3000.0,1.0,0,0,4,1.0,770.0,790.0,0,1390.0,3000.0,481000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
250,3,2.0,1810.0,7209.0,1.0,0,0,4,2.0,1788.3689340415656,570.0,0,1750.0,7209.0,260000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
252,3,2.25,1510.0,36224.0,2.0,0,0,3,3.0,1510.0,0.0,0,1730.0,36224.0,415000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
253,3,1.0,1400.0,3538.0,1.0,0,0,3,2.0,800.0,600.0,0,1620.0,6331.0,349500,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,3,2.5,1730.0,7442.0,2.0,0,0,3,2.0,1730.0,0.0,0,1630.0,6458.0,245000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255,2,2.0,1420.0,9191.0,1.5,0,2,5,2.0,1420.0,0.0,0,1420.0,6816.0,592500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
256,4,1.75,2360.0,7620.0,1.0,0,0,4,2.0,1180.0,1180.0,0,1910.0,7620.0,385000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
257,3,1.75,1580.0,11455.0,1.0,0,0,4,2.0,1200.0,380.0,0,1550.0,10650.0,315000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
258,3,1.0,1230.0,10170.0,1.0,0,0,3,2.0,1230.0,0.0,0,1380.0,10098.0,255000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
259,4,2.5,2460.0,4425.0,2.0,0,0,3,3.0,2460.0,0.0,0,1985.9880060783676,5659.0,693000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
260,3,1.0,1660.0,7620.0,1.5,0,0,3,3.0,1460.0,200.0,0,1985.9880060783676,4400.0,780000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
261,3,1.75,1270.0,8470.0,1.0,0,0,4,2.5,1270.0,0.0,0,1600.0,8470.0,237000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
262,3,2.25,2100.0,40510.0,2.0,0,0,3,3.0,1320.0,780.0,0,2380.0,33450.0,525000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
263,2,1.0,770.0,5040.0,1.0,0,0,3,1.0,770.0,0.0,0,1330.0,2580.0,425000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
264,1,0.75,760.0,10079.0,1.0,1,4,5,1.0,760.0,0.0,0,1230.0,14267.0,369900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265,4,2.5,1700.0,7280.0,2.0,0,0,4,2.0,1700.0,0.0,0,1950.0,7475.0,290000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
266,3,1.0,1120.0,10701.0,1.0,0,0,3,2.0,1120.0,0.0,0,1130.0,6350.0,285000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,2,1.0,1070.0,4500.0,1.0,0,0,3,2.0,1070.0,0.0,0,1320.0,4465.0,415000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
268,3,2.5,2070.0,9900.0,1.0,0,0,3,3.0,1420.0,650.0,0,2070.0,8250.0,272500,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
269,4,3.25,5050.0,20100.0,1.5,0,2,3,2.5,4750.0,300.0,1,3890.0,20060.0,2900000,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
270,4,4.75,5310.0,57346.0,2.0,0,0,4,4.0,5310.0,0.0,0,4180.0,12729.291474216161,1365000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
272,3,1.0,1700.0,11390.0,1.5,0,0,4,2.0,1700.0,0.0,0,1350.0,8164.0,210000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273,3,2.25,1300.0,5898.0,1.0,0,0,3,2.0,1300.0,0.0,0,1320.0,7619.0,236000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
274,3,1.75,1080.0,7620.0,1.0,0,0,3,2.0,580.0,500.0,1,1985.9880060783676,2225.0,331000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
275,3,2.5,2653.0,4510.0,2.0,0,0,3,3.0,2653.0,0.0,0,2653.0,4927.0,365000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
276,3,2.0,2290.0,16258.0,1.0,0,0,5,3.0,2290.0,0.0,0,1660.0,10530.0,450000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277,4,2.75,3820.0,26300.0,2.0,0,0,3,3.0,2850.0,970.0,0,1860.0,12136.0,770000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
278,4,2.5,2210.0,49375.0,1.0,0,0,3,3.0,2210.0,0.0,0,2670.0,49385.0,455000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
279,3,1.75,2390.0,6000.0,1.0,0,0,3,1.0,1240.0,1150.0,0,2020.0,6000.0,405000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
280,4,1.75,2600.0,11325.0,1.0,0,0,4,2.0,1610.0,990.0,0,1720.0,11088.0,304900,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,5,3.0,3830.0,8480.0,2.0,0,1,5,3.0,2630.0,1200.0,1,3050.0,7556.0,2050000,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
283,4,2.5,3500.0,7048.0,2.0,0,0,3,3.0,3500.0,0.0,0,3920.0,7864.0,780000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
284,3,2.25,2420.0,13959.0,1.0,0,0,4,3.0,1740.0,680.0,0,2570.0,13300.0,330000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
285,4,2.5,2720.0,8666.0,2.0,0,0,3,3.0,2720.0,0.0,0,2410.0,8100.0,370000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
286,3,2.25,2500.0,7620.0,1.0,0,0,3,2.0,1850.0,650.0,0,2300.0,9750.0,467000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
287,3,1.75,1670.0,7620.0,1.0,0,0,3,2.0,1140.0,530.0,0,1670.0,7320.0,405000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,5,2.25,2900.0,10300.0,1.5,0,0,3,3.0,1450.0,1450.0,0,1985.9880060783676,10300.0,675000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
289,2,1.0,1640.0,14100.0,1.0,0,0,4,2.0,1140.0,500.0,0,1520.0,13527.0,500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
291,4,1.75,2950.0,9025.0,1.0,0,2,4,3.0,1780.0,1170.0,0,2120.0,9600.0,630000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,4,2.5,2160.0,9528.0,2.0,0,0,3,3.0,2160.0,0.0,0,2280.0,9937.0,360000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
293,4,3.0,3280.0,11060.0,2.0,0,0,3,3.0,2270.0,1010.0,0,2320.0,12729.291474216161,580000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,3,2.0,1970.0,4166.0,2.0,0,3,5,3.0,1270.0,700.0,0,2390.0,4166.0,550000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
295,4,2.5,3360.0,22111.0,2.0,0,0,3,3.0,3360.0,0.0,0,1985.9880060783676,11374.0,879000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
296,3,2.0,1320.0,8959.0,1.0,0,0,3,2.0,1320.0,0.0,0,1740.0,7316.0,265000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
297,3,2.5,2650.0,7286.0,2.0,0,0,3,3.0,2650.0,0.0,0,2400.0,7220.0,446500,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
298,3,1.5,2030.0,8880.0,1.0,0,0,3,2.0,1330.0,700.0,0,2140.0,5592.0,404000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
299,3,1.75,1590.0,11914.0,1.0,0,2,3,2.0,1788.3689340415656,500.0,0,1630.0,12729.291474216161,267500,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
301,3,2.5,2440.0,7632.0,2.0,0,0,3,3.0,2440.0,0.0,0,2510.0,7903.0,335000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
302,3,2.5,1940.0,9000.0,1.0,0,0,4,2.0,970.0,970.0,0,2190.0,7310.0,576000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
303,3,2.5,2040.0,3810.0,2.0,0,0,3,3.0,2040.0,0.0,0,2370.0,12729.291474216161,208633,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304,3,2.25,2200.0,8750.0,1.0,0,0,4,2.0,1120.0,1080.0,0,1460.0,10139.0,315000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305,3,1.75,1920.0,3300.0,1.0,0,0,4,3.0,960.0,960.0,0,1740.0,4000.0,725000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
306,4,2.75,1800.0,7750.0,1.0,0,0,4,3.0,1400.0,400.0,0,1800.0,8275.0,550000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
307,4,2.25,2180.0,7297.0,1.5,0,0,3,3.0,2180.0,0.0,0,2250.0,9781.0,610750,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
308,2,1.0,1010.0,5000.0,1.5,0,0,4,1.0,1010.0,0.0,0,1460.0,5000.0,550700,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
309,4,2.75,3320.0,10574.0,2.0,0,0,5,3.0,2220.0,0.0,0,2720.0,12729.291474216161,665000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,4,2.5,2370.0,4000.0,1.5,0,2,5,3.0,1980.0,390.0,0,2440.0,5750.0,834000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,5,1.75,1660.0,78408.0,1.5,0,0,3,1.0,1660.0,0.0,0,1660.0,78408.0,201000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
313,4,3.25,4290.0,12103.0,1.0,0,3,3,4.0,2690.0,1600.0,0,3860.0,12729.291474216161,1384000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
314,4,3.25,4290.0,12103.0,1.0,0,3,3,4.0,2690.0,1600.0,0,3860.0,11244.0,1400000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
315,4,2.25,1950.0,7700.0,1.0,0,0,3,3.0,1350.0,600.0,0,2150.0,7350.0,305000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
316,3,2.0,1920.0,14052.0,1.0,0,0,5,3.0,1720.0,870.0,0,1570.0,8162.0,487000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
317,3,2.5,1930.0,64904.0,1.0,0,0,4,3.0,1930.0,0.0,0,2350.0,57500.0,390000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
318,2,1.0,1470.0,3864.0,1.0,0,0,4,2.0,1170.0,300.0,0,1570.0,3864.0,548000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
319,4,1.0,1920.0,8775.0,1.0,0,0,3,1.0,800.0,0.0,0,1310.0,8775.0,268750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
320,5,2.75,3150.0,7119.0,2.0,0,0,3,3.0,1788.3689340415656,0.0,0,1560.0,8384.0,819900,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
321,3,2.25,2030.0,16200.0,2.0,0,0,3,3.0,2030.0,0.0,0,2660.0,17958.0,520000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
323,3,1.75,1510.0,10248.0,1.0,0,0,3,2.0,1510.0,0.0,0,1510.0,9753.0,240000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
325,2,1.0,1240.0,12092.0,1.0,0,0,3,1.0,960.0,280.0,1,1820.0,7460.0,240500,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
326,3,2.5,3030.0,45004.0,2.0,0,0,3,3.0,3030.0,0.0,0,3080.0,35781.0,274975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
327,4,2.25,2050.0,4400.0,1.5,0,0,4,3.0,2050.0,0.0,0,2320.0,5500.0,740000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
328,3,1.0,1000.0,7636.0,1.0,0,0,2,2.0,1000.0,0.0,0,1150.0,7600.0,186375,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
329,3,2.25,2370.0,10289.0,1.0,0,0,4,3.0,1590.0,780.0,0,2500.0,10004.0,790000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
330,4,2.25,2800.0,6750.0,2.0,0,0,3,3.0,1890.0,910.0,1,2370.0,6120.0,880000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
331,6,1.75,2240.0,11180.0,2.0,0,0,4,2.0,2240.0,0.0,0,1590.0,7955.0,279000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
